108011,27,12
107500,14,14
12814,32,17
110550,28,16
182537,12,-1
188908,1,4
11913,35,5
118732,6,-1
146145,16,4
5528,11,13
187016,13,11
5408,-1,16
183528,5,19
10947,38,17
183646,8,3
101642,16,8
5865,1,15
2854,11,5
106097,18,-1
165623,6,15
109386,8,2
13290,15,-1
175997,2,4
9320,43,5
173004,5,2
10635,-1,1
6021,11,8
115482,18,3
105436,1,20
169553,3,1
164636,36,10
4980,1,15
12469,3,19
162856,8,6
113681,14,11
188094,10,1
184094,7,10
116671,30,4
102540,7,13
4330,15,12
12521,21,-1
103672,17,16
179964,14,2
183583,-1,15
11348,4,2
4012,-1,10
11226,17,2
6465,13,-1
4321,13,20
105347,5,18
12773,44,6
187892,16,11
5661,-1,-1
183620,-1,-1
12738,12,16
175982,12,17
11085,37,13
187976,-1,-1
9306,23,3
109153,19,2
188136,8,4
102468,17,12
152672,6,18
175949,7,11
165222,4,13
170386,6,2
188821,6,2
170670,39,2
104487,7,7
170866,5,1
164426,14,1
139450,8,2
164680,21,20
188080,8,2
13283,14,15
12938,17,-1
103123,2,2
109811,9,15
12944,-1,-1
188799,-1,-1
145319,-1,7
2309,19,14
13147,37,20
179309,12,10
103699,-1,17
187183,4,2
108994,-1,16
173669,20,12
109103,9,16
189020,3,20
11153,6,5
166825,5,13
12645,31,18
188131,1,4
114000,25,7
160507,2,-1
161400,5,20
109847,-1,1
6672,10,14
6081,7,11
5714,-1,14
183629,3,2
6735,14,-1
145219,15,18
107447,-1,-1
5528,11,7
149663,7,1
188047,17,11
13296,26,10
9276,13,20
10999,37,12
117632,10,10
6960,13,3
187979,16,20
107929,-1,7
105216,-1,7
176142,49,19
175982,8,12
5505,10,15
108895,-1,14
10924,4,17
173690,1,19
102874,5,1
188047,10,20
187143,5,16
109933,6,10
181868,-1,12
166207,12,1
10946,39,9
102803,10,1
152674,14,5
174003,39,11
174003,38,-1
102839,4,18
5081,7,9
6064,8,16
102937,-1,18
176831,10,18
10896,-1,15
106553,1,5
183440,13,6
176831,6,9
184503,13,6
181931,18,14
168409,29,13
12499,11,4
11546,36,-1
4889,9,13
111578,-1,2
120231,35,9
107050,5,18
106566,1,14
12773,41,8
105232,-1,5
179383,9,9
168816,18,3
7261,2,-1
102531,26,20
120117,23,8
100848,18,20
113830,19,6
143455,-1,2
163376,7,11
102538,-1,7
4020,11,-1
7127,17,18
159067,12,4
158824,8,11
160560,4,4
6284,9,9
145392,-1,20
173004,2,20
184190,8,18
188116,6,16
4981,9,9
179992,13,14
104072,14,13
8719,9,3
170670,5,8
5029,15,-1
161482,16,3
147340,20,16
3798,5,2
102531,18,15
103667,13,11
102750,19,17
179448,6,14
115761,18,3
165140,7,10
13289,46,11
179931,3,6
108597,46,8
122250,9,8
4889,14,-1
111998,-1,8
183616,3,19
6768,-1,-1
108879,16,1
13093,12,13
2880,3,20
11903,50,9
174003,30,5
2274,17,14
166291,17,14
108607,33,9
11796,-1,1
112810,11,11
177614,17,13
162472,20,16
175181,7,2
3298,1,2
169553,14,14
187924,15,1
107343,39,17
176142,19,11
4659,-1,-1
5921,8,12
7011,-1,-1
184455,-1,-1
11608,4,-1
184750,18,1
6021,1,15
117662,18,14
7176,17,16
123211,35,6
187907,16,16
188808,16,16
120989,11,15
159049,9,18
187919,1,9
6745,14,1
5835,9,3
102569,3,17
146682,9,3
6702,12,14
145319,8,19
100799,15,7
105176,46,-1
166011,9,-1
106566,1,3
122250,8,15
11826,-1,8
180959,4,14
12542,5,15
110338,-1,-1
157849,-1,-1
188173,5,10
172266,43,13
118900,19,20
12595,30,15
5856,1,5
6200,-1,-1
118821,3,17
157926,16,8
187930,19,-1
165313,-1,5
4296,2,-1
183620,17,15
109230,12,14
12935,1,7
109331,1,20
157477,42,19
6682,16,16
103718,31,11
183622,16,14
107934,16,6
162884,12,7
5835,4,10
4980,5,8
152700,-1,7
184104,8,8
102468,-1,7
4598,11,5
5865,8,20
159191,18,8
184104,9,8
7032,5,8
112638,4,16
2458,3,1
182062,48,14
108404,11,11
183598,7,10
9284,13,20
5540,15,12
170449,-1,16
105151,16,2
188918,3,9
13142,-1,6
5157,18,8
12645,-1,-1
111996,-1,-1
182949,49,20
185106,12,13
106226,5,2
106622,8,12
4656,7,16
10650,37,4
2090,-1,8
11908,14,16
1762,13,1
188870,-1,8
108895,-1,14
175965,7,14
108879,28,20
100972,8,1
108323,16,17
184104,8,10
101642,2,7
13023,49,6
157477,35,1
4969,2,7
106634,-1,-1
123910,15,8
110927,3,15
164534,16,6
161510,11,13
12021,35,2
104724,12,13
2458,17,-1
10505,35,15
155600,7,19
3677,11,8
2731,3,16
1720,4,8
4877,19,6
2692,14,19
117204,14,12
6518,-1,-1
102804,31,18
12375,31,18
11153,19,6
4614,13,12
161562,18,19
11901,-1,17
102618,17,19
5031,4,19
105347,6,12
13283,43,15
11226,15,8
8510,38,13
110879,5,-1
2920,10,3
103287,-1,-1
112622,2,8
163358,2,18
102670,12,20
123348,39,-1
8306,10,15
183696,3,15
188893,1,6
11574,5,7
166363,-1,5
165096,17,6
170241,37,16
106226,4,3
183618,19,3
113830,7,-1
111996,10,14
107308,15,9
4360,17,4
12727,24,8
4227,17,7
4860,10,1
12386,35,19
11740,16,16
107984,-1,16
11913,38,-1
113326,9,13
148073,7,20
188056,7,11
172992,1,14
115310,16,-1
10812,41,8
152420,5,13
12727,-1,16
183853,31,1
106129,17,13
4904,19,10
121288,-1,19
151754,19,1
4408,12,18
12529,34,13
112093,38,17
188875,13,20
12876,22,19
1748,14,12
162206,4,-1
102937,18,12
108895,-1,20
11614,14,4
165114,15,20
151646,18,9
11226,15,9
165096,3,3
146056,5,13
164453,15,1
4020,16,4
173041,-1,2
154251,10,3
188400,27,7
176611,3,15
175775,16,12
4860,19,-1
108755,9,-1
5568,15,9
176553,-1,11
107476,50,17
2255,3,13
145332,1,19
188004,10,9
165108,15,16
176257,-1,13
13147,50,20
11911,49,10
5410,9,17
118036,-1,-1
108404,9,4
157271,16,-1
4755,16,5
145528,-1,9
6081,-1,-1
175185,-1,6
157984,17,13
108895,-1,9
118956,1,18
11850,-1,1
176234,17,14
155538,-1,16
100833,45,5
106392,5,8
181795,11,11
188879,20,13
184521,1,7
141465,2,18
104949,8,7
173020,3,19
6318,3,7
111597,22,18
107476,34,6
108838,50,12
187828,11,5
3349,2,20
11692,8,7
108118,37,8
165092,13,10
11136,49,19
12715,30,7
2630,1,19
9280,49,17
181817,10,7
140596,-1,-1
13289,-1,4
109047,35,17
107384,16,-1
10195,16,13
108002,3,6
11282,24,-1
11525,8,18
123115,45,18
188858,20,8
6400,-1,-1
170902,13,20
104487,2,17
172544,9,19
5036,13,15
12391,-1,4
149820,16,17
188059,12,7
109329,5,9
123175,13,16
110589,1,-1
116413,-1,18
187989,3,9
12458,31,9
104879,1,4
179416,7,13
6689,1,-1
12444,25,5
3769,11,17
165700,-1,14
188878,13,1
160711,4,20
183628,2,11
105479,19,18
4625,4,4
179416,7,-1
11993,-1,1
146026,6,9
6388,14,9
105414,6,3
109118,11,16
13149,49,4
4632,19,19
146014,20,16
175863,9,15
109385,6,16
176224,18,15
163893,12,2
106258,2,18
5540,-1,-1
184427,-1,11
147368,9,11
6081,2,4
181823,18,8
7218,-1,-1
7178,-1,7
188124,-1,19
10505,-1,-1
5661,13,2
189087,49,-1
2089,3,12
11282,16,16
6793,-1,-1
178055,19,1
5926,18,-1
122074,2,8
107378,16,1
177612,1,7
184190,1,16
164484,9,13
100841,43,9
108597,42,9
104712,27,10
165623,-1,1
145528,12,20
183523,3,2
13096,-1,20
149820,-1,-1
136053,8,5
120139,3,20
9276,12,15
3798,17,11
6743,16,5
2313,16,20
12788,41,7
165119,1,9
145392,-1,18
164519,-1,4
179554,35,13
104704,-1,-1
10896,39,19
105232,17,7
159052,2,4
134958,18,5
173798,-1,18
147975,11,19
180251,50,14
163915,16,6
3048,4,-1
166011,14,5
154253,3,12
172502,6,8
100923,13,20
107234,-1,3
12192,2,16
109303,4,6
179902,9,5
188369,31,14
4034,-1,1
4211,8,-1
188808,7,10
3503,13,4
11820,4,15
107495,39,8
183514,20,8
1821,3,-1
12003,-1,-1
109103,14,20
164271,12,13
6526,4,13
11826,-1,3
10475,12,14
166377,11,7
11993,50,20
4651,4,13
10397,6,5
180496,6,12
6094,12,16
6849,4,13
105024,16,9
173151,28,12
154716,6,13
8315,12,10
5939,-1,-1
163615,3,16
188100,1,15
4177,2,17
7032,6,1
122504,20,13
1516,-1,14
121119,7,4
10860,-1,9
8601,-1,19
115278,47,16
105912,2,-1
116364,16,10
12933,35,5
162445,14,10
104694,16,20
110368,35,11
13001,15,-1
7270,15,18
113798,3,7
12192,-1,9
118680,38,19
188656,31,3
145338,17,8
123513,50,17
4699,4,6
5787,8,9
166322,10,3
171837,9,14
2309,18,4
102882,2,16
2497,3,5
180038,11,7
5714,16,17
110564,9,3
187919,3,9
11689,-1,11
188849,-1,-1
189087,28,-1
179250,15,20
4625,17,2
145221,8,7
105232,15,11
9169,4,11
179857,7,9
108879,37,7
142186,1,15
179965,7,10
110816,16,8
177055,41,-1
170619,19,1
106975,18,13
123175,12,5
122362,4,-1
103777,11,16
113811,26,15
187441,50,19
161398,-1,7
147352,20,6
13005,27,17
113818,39,19
118455,18,2
188366,36,12
4017,10,13
13147,1,12
13001,-1,-1
3399,14,2
111673,4,1
3287,5,3
179250,8,17
115621,18,8
157229,15,13
107832,19,15
108527,-1,5
145368,-1,6
188150,5,9
180234,49,3
183853,-1,18
111578,23,10
12554,-1,-1
1586,10,5
109303,16,4
151757,-1,-1
5216,14,17
187876,18,1
102486,1,8
108882,12,-1
106178,15,11
168816,12,12
108755,5,7
188880,-1,17
12011,-1,-1
184319,7,5
165630,17,7
5139,-1,6
4202,2,18
121451,13,-1
188802,13,6
6806,20,16
10579,46,14
184582,32,5
11654,42,11
4840,12,2
9227,25,16
166018,5,11
5812,9,18
173704,1,-1
183593,8,8
118493,2,9
4877,8,12
8992,40,15
188077,7,11
11136,45,5
168418,5,10
109189,7,14
8634,10,1
176184,8,2
6315,-1,15
107760,10,5
12554,20,9
113397,-1,-1
148846,-1,-1
102604,16,6
157928,3,2
170404,20,3
7163,15,7
101848,23,18
107050,3,11
184101,45,4
122674,3,2
108783,1,18
114133,10,8
183538,7,12
106350,15,8
149301,10,19
165639,1,17
188360,24,19
106258,4,15
2101,-1,13
170390,9,17
5214,15,20
187933,-1,-1
104179,-1,1
112622,12,-1
1850,-1,-1
120245,14,12
161849,21,13
5647,10,8
161296,18,1
188081,5,13
2089,6,7
123513,-1,-1
187855,19,14
117200,15,-1
8399,12,19
107431,19,14
187875,15,13
121589,39,2
163330,-1,-1
6323,-1,-1
183618,-1,17
150888,2,3
1829,1,11
163803,4,-1
107447,13,18
162812,18,13
188019,6,17
183629,20,12
10468,45,18
165995,15,18
188070,2,15
170608,6,13
101578,8,5
162146,4,10
104435,5,7
188428,39,18
2255,16,5
106238,17,16
103113,-1,-1
6323,2,15
163193,20,1
133951,18,6
5678,7,5
119863,4,-1
110903,15,14
105347,6,17
163383,17,16
105015,1,1
9432,36,2
154164,6,6
118677,-1,15
4660,1,2
10947,-1,19
184439,-1,17
102586,9,9
5036,15,-1
6310,6,16
9227,2,16
113777,13,-1
4877,7,9
118493,42,18
5927,12,15
8424,36,1
4512,7,13
102541,13,-1
109915,-1,-1
115081,-1,-1
141709,11,-1
173046,3,18
147023,50,3
122674,-1,-1
2340,19,-1
5384,1,7
186308,18,19
152674,-1,-1
179359,8,-1
187178,20,2
3915,8,6
188911,17,-1
188890,10,17
187113,14,16
10601,18,20
115760,30,19
164296,9,6
118677,8,3
105216,49,19
103580,7,17
109331,7,7
11603,47,10
163915,-1,17
162951,30,11
188057,19,11
182717,-1,-1
178055,3,15
105387,46,14
122074,7,14
107301,1,18
117135,5,8
162168,18,18
103580,1,7
6983,13,1
104712,-1,5
148224,17,7
104791,17,14
6074,-1,15
188901,4,12
165597,17,19
113770,16,1
8409,23,5
109254,14,16
168418,32,13
105969,1,10
105186,17,5
2535,5,16
176224,33,18
8306,5,18
10579,3,4
9227,46,1
165897,18,11
176032,-1,7
147375,18,19
3446,14,12
10644,44,4
12944,43,8
12771,24,18
170381,9,1
188656,8,18
5496,19,20
188589,28,7
102672,19,16
8796,24,12
107495,8,15
102541,13,15
3351,3,11
122674,13,19
104827,16,14
9472,37,12
107285,30,15
102954,-1,11
110333,19,14
11631,30,2
3909,11,5
184455,15,16
103113,4,3
187876,1,10
121911,20,-1
108736,17,16
117517,-1,16
157488,2,18
188879,13,16
2466,4,-1
162275,21,5
123115,11,18
164301,-1,19
4724,1,-1
183429,-1,19
8971,-1,9
103360,41,11
12458,23,6
3217,-1,10
3509,16,16
101034,7,-1
150868,10,17
2230,11,16
175773,-1,9
105503,12,7
9169,39,18
104228,-1,-1
8550,41,6
180960,11,6
183485,19,8
1735,14,19
2090,10,12
118707,48,5
102874,49,11
122474,31,16
188830,9,17
157088,11,15
179888,3,13
3516,8,18
175992,18,11
100869,6,14
108316,10,17
3705,17,9
6094,2,6
166825,18,1
113576,-1,5
109517,6,14
177183,10,17
6021,9,11
118707,1,-1
163803,8,18
